         18x7WP                   (18x7WP.dat)                                                                                                                                      
         v2024-0915                                                                                                                                                                 
         Simulation Date: 11/12/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       52.76      0.5159      0.4521      0.0070      0.0079       0.261       2.742       0.839     194.617       0.310       3.731       1.955        0.43     237294.    0.0584  
       54.71      0.5350      0.3014      0.0035      0.0063       0.206       2.160       0.425     153.326       0.244       1.889       1.257        0.43     237681.    0.0267  
       56.67      0.5541      0.0033      0.0000      0.0045       0.146       1.539       0.003     109.220       0.174       0.014       0.013        0.44     238028.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0809      0.0244       1.274      11.469      13.259     949.839       1.296      58.975       6.331        0.50     269262.    0.7515  
        2.28      0.0191      0.0617      0.0792      0.0246       1.281      11.531      12.983     954.962       1.303      57.747       6.166        0.50     269404.    0.7243  
        4.57      0.0383      0.1202      0.0774      0.0247       1.286      11.578      12.691     958.876       1.308      56.452       6.003        0.50     269555.    0.6972  
        6.85      0.0574      0.1755      0.0756      0.0247       1.289      11.609      12.386     961.422       1.312      55.091       5.843        0.50     269715.    0.6703  
        9.13      0.0765      0.2276      0.0736      0.0247       1.291      11.621      12.064     962.445       1.313      53.663       5.686        0.50     269884.    0.6438  
       11.42      0.0957      0.2768      0.0715      0.0247       1.290      11.613      11.728     961.790       1.312      52.166       5.531        0.50     270063.    0.6174  
       13.70      0.1148      0.3230      0.0694      0.0247       1.286      11.583      11.376     959.313       1.309      50.601       5.379        0.50     270251.    0.5914  
       15.98      0.1339      0.3664      0.0672      0.0246       1.281      11.530      11.009     954.886       1.303      48.969       5.229        0.50     270449.    0.5656  
       18.27      0.1531      0.4070      0.0648      0.0244       1.272      11.451      10.628     948.389       1.294      47.271       5.083        0.50     270658.    0.5401  
       20.55      0.1722      0.4449      0.0624      0.0242       1.260      11.347      10.231     939.704       1.282      45.509       4.938        0.50     270877.    0.5149  
       22.83      0.1913      0.4801      0.0599      0.0239       1.245      11.214       9.821     928.721       1.267      43.683       4.796        0.50     271106.    0.4900  
       25.11      0.2105      0.5127      0.0573      0.0235       1.227      11.052       9.397     915.325       1.249      41.796       4.656        0.50     271347.    0.4653  
       27.40      0.2296      0.5427      0.0547      0.0231       1.206      10.860       8.959     899.408       1.227      39.850       4.518        0.50     271599.    0.4408  
       29.68      0.2488      0.5701      0.0519      0.0226       1.181      10.636       8.509     880.859       1.202      37.846       4.381        0.50     271863.    0.4166  
       31.96      0.2679      0.5949      0.0491      0.0221       1.153      10.379       8.046     859.572       1.173      35.786       4.245        0.50     272138.    0.3925  
       34.25      0.2870      0.6171      0.0462      0.0215       1.120      10.088       7.570     835.441       1.140      33.673       4.110        0.50     272425.    0.3686  
       36.53      0.3062      0.6365      0.0432      0.0208       1.084       9.761       7.084     808.364       1.103      31.508       3.975        0.50     272725.    0.3448  
       38.81      0.3253      0.6531      0.0402      0.0200       1.044       9.397       6.586     778.245       1.062      29.294       3.838        0.50     273036.    0.3211  
       41.10      0.3444      0.6666      0.0371      0.0192       0.999       8.995       6.077     744.991       1.016      27.032       3.700        0.50     273360.    0.2973  
       43.38      0.3636      0.6768      0.0339      0.0182       0.950       8.555       5.559     708.522       0.967      24.727       3.559        0.50     273697.    0.2735  
       45.66      0.3827      0.6831      0.0307      0.0172       0.897       8.075       5.031     668.759       0.912      22.379       3.412        0.50     274046.    0.2495  
       47.95      0.4018      0.6849      0.0274      0.0161       0.839       7.554       4.495     625.641       0.853      19.992       3.259        0.50     274409.    0.2252  
       50.23      0.4210      0.6813      0.0241      0.0149       0.777       6.993       3.950     579.116       0.790      17.570       3.094        0.50     274785.    0.2004  
       52.51      0.4401      0.6706      0.0207      0.0136       0.710       6.389       3.398     529.152       0.722      15.117       2.913        0.50     275174.    0.1751  
       54.80      0.4592      0.6506      0.0173      0.0122       0.638       5.744       2.841     475.730       0.649      12.635       2.708        0.51     275576.    0.1488  
       57.08      0.4784      0.6171      0.0139      0.0108       0.562       5.058       2.278     418.859       0.571      10.130       2.466        0.51     275991.    0.1213  
       59.36      0.4975      0.5630      0.0104      0.0092       0.481       4.330       1.710     358.573       0.489       7.608       2.164        0.51     276420.    0.0922  
       61.64      0.5166      0.4741      0.0070      0.0076       0.396       3.561       1.141     294.927       0.402       5.074       1.754        0.51     276862.    0.0611  
       63.93      0.5358      0.3174      0.0035      0.0059       0.306       2.753       0.569     227.972       0.311       2.532       1.133        0.51     277314.    0.0279  
       66.21      0.5549     -0.0156     -0.0001      0.0040       0.209       1.880      -0.018     155.694       0.212      -0.082      -0.054        0.51     277681.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0820      0.0246       1.918      15.109      17.561    1430.094       1.707      78.111       5.570        0.57     307702.    0.7608  
        2.61      0.0191      0.0621      0.0803      0.0248       1.928      15.190      17.196    1437.730       1.716      76.489       5.425        0.57     307865.    0.7333  
        5.22      0.0383      0.1209      0.0785      0.0249       1.936      15.251      16.812    1443.510       1.723      74.778       5.282        0.57     308039.    0.7060  
        7.83      0.0574      0.1766      0.0766      0.0249       1.941      15.290      16.407    1447.191       1.727      72.980       5.142        0.57     308224.    0.6790  
       10.44      0.0766      0.2291      0.0747      0.0250       1.943      15.304      15.983    1448.536       1.729      71.092       5.005        0.57     308418.    0.6522  
       13.05      0.0957      0.2787      0.0726      0.0249       1.941      15.291      15.538    1447.311       1.728      69.114       4.869        0.57     308624.    0.6257  
       15.66      0.1149      0.3253      0.0704      0.0249       1.935      15.249      15.073    1443.293       1.723      67.044       4.737        0.57     308840.    0.5995  
       18.27      0.1340      0.3691      0.0681      0.0247       1.926      15.175      14.587    1436.289       1.714      64.885       4.607        0.57     309068.    0.5735  
       20.89      0.1532      0.4101      0.0658      0.0246       1.912      15.067      14.082    1426.115       1.702      62.638       4.479        0.57     309308.    0.5479  
       23.50      0.1723      0.4484      0.0633      0.0243       1.894      14.925      13.558    1412.600       1.686      60.304       4.353        0.57     309560.    0.5225  
       26.11      0.1914      0.4841      0.0608      0.0240       1.871      14.745      13.014    1395.576       1.666      57.888       4.230        0.57     309824.    0.4974  
       28.72      0.2106      0.5172      0.0582      0.0237       1.844      14.526      12.453    1374.875       1.641      55.389       4.108        0.57     310101.    0.4726  
       31.33      0.2297      0.5477      0.0555      0.0233       1.811      14.267      11.873    1350.332       1.612      52.812       3.988        0.57     310390.    0.4480  
       33.94      0.2489      0.5757      0.0527      0.0228       1.773      13.965      11.277    1321.785       1.578      50.158       3.870        0.57     310693.    0.4236  
       36.55      0.2680      0.6012      0.0498      0.0222       1.729      13.619      10.663    1289.071       1.539      47.430       3.752        0.57     311009.    0.3994  
       39.16      0.2872      0.6240      0.0469      0.0216       1.679      13.228      10.034    1252.033       1.495      44.631       3.635        0.57     311338.    0.3753  
       41.77      0.3063      0.6442      0.0439      0.0209       1.623      12.789       9.389    1210.518       1.445      41.763       3.518        0.57     311681.    0.3514  
       44.38      0.3255      0.6616      0.0408      0.0201       1.561      12.302       8.730    1164.383       1.390      38.829       3.401        0.57     312039.    0.3275  
       46.99      0.3446      0.6760      0.0376      0.0192       1.493      11.764       8.056    1113.489       1.329      35.833       3.282        0.57     312410.    0.3036  
       49.60      0.3637      0.6872      0.0344      0.0182       1.418      11.175       7.369    1057.711       1.263      32.778       3.160        0.58     312796.    0.2796  
       52.21      0.3829      0.6946      0.0312      0.0172       1.337      10.533       6.670     996.935       1.190      29.666       3.034        0.58     313197.    0.2555  
       54.82      0.4020      0.6976      0.0278      0.0160       1.249       9.837       5.958     931.067       1.111      26.503       2.903        0.58     313612.    0.2310  
       57.43      0.4212      0.6954      0.0245      0.0148       1.153       9.086       5.237     860.029       1.027      23.293       2.762        0.58     314042.    0.2060  
       60.04      0.4403      0.6863      0.0210      0.0135       1.051       8.281       4.505     783.770       0.936      20.040       2.607        0.58     314488.    0.1804  
       62.66      0.4595      0.6681      0.0176      0.0121       0.942       7.420       3.766     702.267       0.838      16.750       2.432        0.58     314948.    0.1539  
       65.27      0.4786      0.6365      0.0141      0.0106       0.825       6.503       3.019     615.530       0.735      13.429       2.225        0.58     315424.    0.1260  
       67.88      0.4978      0.5843      0.0106      0.0090       0.702       5.532       2.267     523.611       0.625      10.083       1.964        0.58     315914.    0.0964  
       70.49      0.5169      0.4965      0.0071      0.0073       0.572       4.507       1.511     426.598       0.509       6.722       1.607        0.58     316420.    0.0644  
       73.10      0.5361      0.3374      0.0035      0.0056       0.435       3.429       0.753     324.566       0.387       3.351       1.053        0.58     316937.    0.0298  
       75.71      0.5552     -0.0226     -0.0001      0.0037       0.286       2.257      -0.032     213.603       0.255      -0.142      -0.068        0.58     317322.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0834      0.0250       2.772      19.410      22.599    2066.817       2.193     100.521       4.959        0.64     346127.    0.7685  
        2.94      0.0192      0.0622      0.0817      0.0251       2.786      19.512      22.132    2077.622       2.204      98.441       4.832        0.64     346313.    0.7409  
        5.88      0.0383      0.1212      0.0799      0.0252       2.797      19.587      21.639    2085.683       2.213      96.248       4.706        0.64     346511.    0.7136  
        8.82      0.0575      0.1771      0.0779      0.0253       2.804      19.634      21.120    2090.656       2.218      93.942       4.582        0.64     346720.    0.6864  
       11.75      0.0766      0.2298      0.0759      0.0253       2.806      19.649      20.575    2092.199       2.220      91.519       4.461        0.64     346941.    0.6596  
       14.69      0.0958      0.2796      0.0738      0.0253       2.803      19.628      20.004    2089.968       2.218      88.978       4.341        0.64     347174.    0.6330  
       17.63      0.1149      0.3265      0.0716      0.0252       2.794      19.568      19.406    2083.636       2.211      86.320       4.224        0.64     347420.    0.6066  
       20.57      0.1341      0.3706      0.0693      0.0251       2.780      19.468      18.783    2072.922       2.199      83.545       4.110        0.64     347678.    0.5806  
       23.51      0.1532      0.4119      0.0669      0.0249       2.759      19.323      18.133    2057.566       2.183      80.656       3.997        0.64     347950.    0.5549  
       26.45      0.1724      0.4506      0.0644      0.0246       2.732      19.133      17.459    2037.322       2.162      77.656       3.887        0.64     348235.    0.5294  
       29.38      0.1915      0.4867      0.0618      0.0243       2.698      18.895      16.760    2011.951       2.135      74.548       3.778        0.64     348534.    0.5042  
       32.32      0.2107      0.5203      0.0592      0.0240       2.657      18.606      16.037    1981.219       2.102      71.334       3.671        0.64     348848.    0.4793  
       35.26      0.2298      0.5513      0.0564      0.0235       2.608      18.265      15.292    1944.890       2.064      68.018       3.566        0.64     349175.    0.4546  
       38.20      0.2490      0.5798      0.0536      0.0230       2.552      17.869      14.524    1902.734       2.019      64.603       3.462        0.64     349518.    0.4301  
       41.14      0.2682      0.6058      0.0507      0.0224       2.487      17.416      13.735    1854.518       1.968      61.093       3.359        0.64     349875.    0.4058  
       44.08      0.2873      0.6293      0.0477      0.0218       2.414      16.905      12.925    1800.018       1.910      57.490       3.257        0.65     350247.    0.3817  
       47.01      0.3065      0.6502      0.0446      0.0210       2.332      16.332      12.095    1739.020       1.845      53.799       3.155        0.65     350635.    0.3576  
       49.95      0.3256      0.6684      0.0415      0.0202       2.241      15.696      11.246    1671.315       1.773      50.022       3.052        0.65     351039.    0.3336  
       52.89      0.3448      0.6836      0.0383      0.0193       2.141      14.995      10.379    1596.705       1.694      46.164       2.948        0.65     351458.    0.3096  
       55.83      0.3639      0.6957      0.0350      0.0183       2.032      14.228       9.494    1515.012       1.607      42.230       2.842        0.65     351894.    0.2855  
       58.77      0.3831      0.7042      0.0317      0.0173       1.912      13.393       8.593    1426.075       1.513      38.223       2.733        0.65     352346.    0.2612  
       61.71      0.4022      0.7084      0.0283      0.0161       1.783      12.488       7.678    1329.754       1.411      34.150       2.619        0.65     352814.    0.2365  
       64.64      0.4214      0.7075      0.0249      0.0148       1.644      11.513       6.748    1225.939       1.301      30.014       2.497        0.65     353300.    0.2114  
       67.58      0.4405      0.7000      0.0214      0.0135       1.495      10.467       5.805    1114.556       1.183      25.823       2.363        0.65     353802.    0.1856  
       70.52      0.4597      0.6834      0.0179      0.0120       1.335       9.350       4.852     995.573       1.056      21.583       2.211        0.65     354321.    0.1587  
       73.46      0.4788      0.6539      0.0144      0.0105       1.165       8.161       3.890     869.006       0.922      17.303       2.030        0.65     354857.    0.1305  
       76.40      0.4980      0.6037      0.0108      0.0089       0.986       6.902       2.921     734.931       0.780      12.990       1.802        0.65     355410.    0.1004  
       79.34      0.5172      0.5173      0.0072      0.0072       0.796       5.574       1.946     593.477       0.630       8.657       1.487        0.65     355979.    0.0676  
       82.28      0.5363      0.3564      0.0036      0.0054       0.596       4.177       0.969     444.753       0.472       4.310       0.988        0.65     356562.    0.0317  
       85.21      0.5555                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0851      0.0256       3.888      24.505      28.461    2899.274       2.769     126.596       4.453        0.71     384535.    0.7743  
        3.27      0.0192      0.0621      0.0833      0.0257       3.907      24.625      27.876    2913.471       2.782     123.992       4.340        0.71     384744.    0.7469  
        6.53      0.0383      0.1211      0.0815      0.0258       3.921      24.713      27.258    2923.854       2.792     121.244       4.228        0.71     384966.    0.7196  
        9.80      0.0575      0.1769      0.0795      0.0258       3.929      24.764      26.608    2929.921       2.798     118.352       4.119        0.71     385201.    0.6926  
       13.07      0.0766      0.2298      0.0775      0.0259       3.931      24.775      25.924    2931.169       2.799     115.312       4.012        0.71     385449.    0.6658  
       16.33      0.0958      0.2797      0.0753      0.0258       3.925      24.740      25.207    2927.083       2.795     112.123       3.906        0.71     385711.    0.6393  
       19.60      0.1150      0.3267      0.0731      0.0257       3.912      24.657      24.457    2917.201       2.786     108.783       3.803        0.71     385986.    0.6130  
       22.86      0.1341      0.3710      0.0708      0.0256       3.890      24.521      23.673    2901.101       2.770     105.296       3.701        0.71     386276.    0.5870  
       26.13      0.1533      0.4126      0.0683      0.0254       3.860      24.329      22.856    2878.427       2.749     101.663       3.602        0.71     386581.    0.5613  
       29.40      0.1725      0.4516      0.0658      0.0251       3.820      24.079      22.007    2848.841       2.720      97.889       3.504        0.72     386901.    0.5358  
       32.66      0.1916      0.4880      0.0632      0.0248       3.771      23.768      21.128    2812.019       2.685      93.977       3.408        0.72     387236.    0.5106  
       35.93      0.2108      0.5219      0.0604      0.0244       3.711      23.393      20.219    2767.646       2.643      89.932       3.313        0.72     387586.    0.4857  
       39.20      0.2299      0.5534      0.0576      0.0239       3.641      22.951      19.280    2715.398       2.593      85.758       3.220        0.72     387953.    0.4610  
       42.46      0.2491      0.5824      0.0547      0.0234       3.560      22.440      18.313    2654.959       2.535      81.458       3.129        0.72     388336.    0.4364  
       45.73      0.2683      0.6090      0.0518      0.0228       3.468      21.858      17.320    2586.021       2.469      77.038       3.038        0.72     388735.    0.4121  
       48.99      0.2874      0.6331      0.0487      0.0221       3.364      21.200      16.299    2508.267       2.395      72.500       2.947        0.72     389151.    0.3879  
       52.26      0.3066      0.6546      0.0456      0.0214       3.247      20.466      15.254    2421.405       2.312      67.850       2.857        0.72     389584.    0.3638  
       55.53      0.3258      0.6736      0.0424      0.0205       3.118      19.653      14.184    2325.142       2.220      63.092       2.767        0.72     390035.    0.3397  
       58.79      0.3449      0.6897      0.0391      0.0196       2.976      18.757      13.092    2219.211       2.119      58.231       2.676        0.72     390503.    0.3156  
       62.06      0.3641      0.7027      0.0358      0.0186       2.821      17.778      11.977    2103.365       2.009      53.273       2.583        0.72     390989.    0.2914  
       65.33      0.3832      0.7122      0.0324      0.0174       2.652      16.713      10.841    1977.378       1.888      48.223       2.487        0.72     391493.    0.2669  
       68.59      0.4024      0.7176      0.0290      0.0162       2.469      15.561       9.687    1841.061       1.758      43.087       2.386        0.72     392015.    0.2421  
       71.86      0.4216      0.7181      0.0255      0.0149       2.272      14.320       8.514    1694.274       1.618      37.872       2.279        0.72     392556.    0.2168  
       75.13      0.4407      0.7120      0.0219      0.0136       2.061      12.991       7.326    1536.941       1.468      32.586       2.162        0.72     393115.    0.1908  
       78.39      0.4599      0.6972      0.0183      0.0121       1.836      11.572       6.123    1369.059       1.307      27.237       2.029        0.72     393693.    0.1636  
       81.66      0.4791      0.6694      0.0147      0.0105       1.597      10.064       4.909    1190.714       1.137      21.836       1.870        0.72     394290.    0.1351  
       84.92      0.4982      0.6211      0.0110      0.0088       1.344       8.470       3.686    1002.101       0.957      16.393       1.668        0.72     394905.    0.1044  
       88.19      0.5174      0.5359      0.0073      0.0071       1.078       6.792       2.455     803.523       0.767      10.922       1.386        0.72     395539.    0.0708  
       91.46      0.5365      0.3731      0.0037      0.0052       0.798       5.031       1.221     595.283       0.568       5.432       0.931        0.72     396187.    0.0335  
       94.72      0.5557                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0871      0.0268       5.414      31.024      35.269    4037.569       3.505     156.876       3.962        0.79     422917.    0.7670  
        3.59      0.0192      0.0610      0.0854      0.0268       5.427      31.098      34.550    4047.168       3.513     153.677       3.872        0.79     423151.    0.7419  
        7.19      0.0383      0.1192      0.0835      0.0268       5.434      31.136      33.790    4052.085       3.518     150.298       3.782        0.79     423398.    0.7167  
       10.78      0.0575      0.1745      0.0815      0.0268       5.433      31.133      32.990    4051.711       3.517     146.738       3.693        0.79     423660.    0.6915  
       14.37      0.0767      0.2271      0.0794      0.0268       5.425      31.084      32.148    4045.413       3.512     142.994       3.604        0.79     423936.    0.6662  
       17.97      0.0958      0.2770      0.0772      0.0267       5.408      30.985      31.264    4032.505       3.501     139.063       3.517        0.79     424228.    0.6410  
       21.56      0.1150      0.3242      0.0749      0.0266       5.381      30.830      30.338    4012.333       3.483     134.943       3.430        0.79     424534.    0.6158  
       25.16      0.1342      0.3687      0.0726      0.0264       5.343      30.615      29.370    3984.300       3.459     130.637       3.343        0.79     424857.    0.5907  
       28.75      0.1533      0.4107      0.0701      0.0262       5.294      30.335      28.360    3947.849       3.427     126.147       3.258        0.79     425196.    0.5656  
       32.34      0.1725      0.4501      0.0675      0.0259       5.233      29.986      27.311    3902.501       3.388     121.480       3.174        0.79     425551.    0.5408  
       35.94      0.1917      0.4870      0.0648      0.0255       5.160      29.566      26.223    3847.769       3.340     116.640       3.091        0.79     425923.    0.5160  
       39.53      0.2108      0.5214      0.0620      0.0251       5.073      29.069      25.097    3783.173       3.284     111.634       3.009        0.79     426312.    0.4914  
       43.12      0.2300      0.5535      0.0591      0.0246       4.973      28.493      23.935    3708.227       3.219     106.465       2.928        0.79     426718.    0.4669  
       46.72      0.2492      0.5831      0.0562      0.0240       4.858      27.834      22.738    3622.442       3.145     101.140       2.847        0.79     427142.    0.4426  
       50.31      0.2683      0.6103      0.0531      0.0234       4.728      27.088      21.507    3525.337       3.060      95.664       2.767        0.79     427585.    0.4183  
       53.90      0.2875      0.6351      0.0500      0.0226       4.582      26.252      20.243    3416.463       2.966      90.042       2.687        0.79     428045.    0.3942  
       57.50      0.3067      0.6574      0.0468      0.0218       4.419      25.322      18.948    3295.441       2.861      84.279       2.608        0.79     428525.    0.3700  
       61.09      0.3258      0.6770      0.0435      0.0210       4.240      24.295      17.622    3161.842       2.745      78.382       2.528        0.79     429023.    0.3459  
       64.69      0.3450      0.6939      0.0402      0.0200       4.044      23.170      16.267    3015.353       2.618      72.356       2.447        0.79     429540.    0.3217  
       68.28      0.3642      0.7076      0.0368      0.0189       3.830      21.943      14.885    2855.745       2.479      66.207       2.364        0.79     430077.    0.2973  
       71.87      0.3833      0.7179      0.0333      0.0178       3.598      20.615      13.476    2682.853       2.329      59.942       2.278        0.79     430634.    0.2726  
       75.47      0.4025      0.7238      0.0298      0.0165       3.348      19.184      12.043    2496.675       2.167      53.569       2.188        0.79     431210.    0.2475  
       79.06      0.4217      0.7246      0.0262      0.0152       3.081      17.652      10.588    2297.224       1.994      47.096       2.091        0.79     431807.    0.2217  
       82.65      0.4408      0.7184      0.0225      0.0138       2.796      16.018       9.112    2084.688       1.810      40.531       1.983        0.79     432424.    0.1951  
       86.25      0.4600      0.7027      0.0188      0.0123       2.494      14.287       7.618    1859.404       1.614      33.886       1.858        0.79     433061.    0.1672  
       89.84      0.4791      0.6729      0.0151      0.0107       2.175      12.462       6.109    1621.846       1.408      27.173       1.708        0.79     433719.    0.1377  
       93.43      0.4983      0.6209      0.0113      0.0091       1.841      10.547       4.587    1372.674       1.192      20.404       1.516        0.80     434397.    0.1058  
       97.03      0.5175      0.5300      0.0076      0.0074       1.492       8.550       3.056    1112.717       0.966      13.595       1.246        0.80     435095.    0.0710  
      100.62      0.5366      0.3607      0.0038      0.0056       1.130       6.476       1.520     842.788       0.732       6.759       0.818        0.80     435808.    0.0329  
      104.21      0.5558                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0896      0.0300       7.872      41.346      43.145    5869.999       4.671     191.909       3.334        0.86     461265.    0.7138  
        3.93      0.0192      0.0564      0.0878      0.0298       7.841      41.186      42.279    5847.280       4.653     188.058       3.280        0.86     461524.    0.6951  
        7.85      0.0384      0.1110      0.0859      0.0297       7.803      40.982      41.362    5818.392       4.630     183.979       3.224        0.86     461799.    0.6760  
       11.78      0.0576      0.1636      0.0839      0.0295       7.755      40.731      40.394    5782.797       4.602     179.674       3.168        0.86     462089.    0.6564  
       15.70      0.0768      0.2142      0.0817      0.0293       7.697      40.429      39.374    5739.917       4.568     175.137       3.111        0.86     462396.    0.6364  
       19.63      0.0960      0.2628      0.0795      0.0290       7.629      40.072      38.302    5689.135       4.527     170.366       3.054        0.86     462719.    0.6161  
       23.56      0.1152      0.3093      0.0772      0.0287       7.550      39.654      37.176    5629.819       4.480     165.359       2.995        0.86     463059.    0.5953  
       27.48      0.1344      0.3537      0.0747      0.0284       7.458      39.172      35.998    5561.389       4.426     160.118       2.936        0.86     463416.    0.5742  
       31.41      0.1535      0.3960      0.0722      0.0280       7.353      38.622      34.768    5483.330       4.363     154.649       2.876        0.86     463791.    0.5528  
       35.33      0.1727      0.4361      0.0695      0.0275       7.235      38.001      33.489    5395.113       4.293     148.959       2.815        0.86     464184.    0.5311  
       39.26      0.1919      0.4740      0.0668      0.0270       7.102      37.304      32.161    5296.177       4.215     143.053       2.754        0.86     464595.    0.5092  
       43.18      0.2111      0.5098      0.0639      0.0265       6.954      36.527      30.787    5185.912       4.127     136.939       2.693        0.86     465025.    0.4870  
       47.11      0.2303      0.5433      0.0610      0.0258       6.790      35.666      29.366    5063.645       4.030     130.621       2.630        0.86     465474.    0.4647  
       51.04      0.2495      0.5745      0.0579      0.0252       6.610      34.716      27.902    4928.767       3.922     124.108       2.568        0.86     465942.    0.4421  
       54.96      0.2687      0.6034      0.0548      0.0244       6.411      33.673      26.395    4780.660       3.804     117.406       2.504        0.86     466429.    0.4194  
       58.89      0.2879      0.6299      0.0516      0.0236       6.194      32.532      24.848    4618.710       3.675     110.522       2.440        0.86     466937.    0.3965  
       62.81      0.3071      0.6539      0.0483      0.0227       5.958      31.293      23.261    4442.861       3.536     103.464       2.375        0.86     467465.    0.3733  
       66.74      0.3263      0.6747      0.0449      0.0217       5.707      29.976      21.636    4255.876       3.387      96.237       2.306        0.86     468013.    0.3496  
       70.67      0.3455      0.6914      0.0415      0.0207       5.444      28.593      19.975    4059.477       3.230      88.847       2.232        0.86     468582.    0.3251  
       74.59      0.3647      0.7038      0.0379      0.0197       5.166      27.131      18.278    3851.941       3.065      81.303       2.152        0.86     469173.    0.3000  
       78.52      0.3839      0.7117      0.0344      0.0185       4.868      25.570      16.550    3630.328       2.889      73.613       2.068        0.86     469784.    0.2742  
       82.44      0.4031      0.7143      0.0307      0.0173       4.552      23.910      14.790    3394.580       2.701      65.788       1.976        0.86     470417.    0.2478  
       86.37      0.4223      0.7098      0.0270      0.0161       4.219      22.159      13.003    3145.937       2.503      57.836       1.875        0.86     471072.    0.2204  
       90.30      0.4414      0.6964      0.0232      0.0147       3.869      20.319      11.189    2884.749       2.296      49.769       1.759        0.87     471749.    0.1918  
       94.22      0.4606      0.6708      0.0194      0.0133       3.503      18.399       9.353    2612.160       2.079      41.600       1.624        0.87     472447.    0.1619  
       98.15      0.4798      0.6280      0.0156      0.0119       3.124      16.408       7.497    2329.565       1.854      33.345       1.460        0.87     473168.    0.1303  
      102.07      0.4990      0.5601      0.0117      0.0104       2.733      14.357       5.625    2038.295       1.622      25.019       1.252        0.87     473911.    0.0968  
      106.00      0.5182      0.4533      0.0078      0.0089       2.333      12.256       3.742    1740.065       1.385      16.644       0.975        0.87     474675.    0.0615  
