         8x10E                    (8x10E.dat)                                                                                                                                       
         v2025-1001                                                                                                                                                                 
         Simulation Date: 02/24/2026                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       53.97      1.1874      0.6904      0.0449      0.0771       0.044       0.462       0.211      32.767       0.052       0.938       2.918        0.20      59164.    0.0983  
       56.13      1.2349      0.6321      0.0337      0.0658       0.037       0.394       0.158      27.944       0.044       0.704       2.569        0.20      59657.    0.0749  
       58.29      1.2824      0.5334      0.0224      0.0539       0.031       0.323       0.105      22.912       0.036       0.469       2.087        0.21      60163.    0.0497  
       60.45      1.3299      0.3573      0.0112      0.0417       0.024       0.249       0.053      17.701       0.028       0.234       1.348        0.21      60681.    0.0227  
       62.61      1.3774      0.0003      0.0000      0.0291       0.017       0.174       0.000      12.347       0.020       0.000       0.001        0.21      61209.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       7000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1569      0.1031       0.093       0.839       1.003      69.513       0.095       4.463       6.547        0.22      60926.    0.4810  
        2.52      0.0476      0.0712      0.1566      0.1047       0.095       0.852       1.002      70.582       0.096       4.456       6.437        0.22      61015.    0.4726  
        5.04      0.0951      0.1396      0.1564      0.1065       0.096       0.868       1.001      71.856       0.098       4.450       6.315        0.22      61119.    0.4633  
        7.57      0.1427      0.2050      0.1563      0.1088       0.098       0.886       1.000      73.355       0.100       4.446       6.181        0.22      61238.    0.4533  
       10.09      0.1902      0.2668      0.1562      0.1113       0.101       0.907       0.999      75.090       0.102       4.443       6.034        0.22      61375.    0.4423  
       12.61      0.2378      0.3248      0.1561      0.1143       0.103       0.930       0.998      77.058       0.105       4.440       5.875        0.22      61528.    0.4305  
       15.13      0.2853      0.3785      0.1559      0.1175       0.106       0.957       0.997      79.253       0.108       4.435       5.706        0.22      61701.    0.4179  
       17.65      0.3329      0.4279      0.1556      0.1211       0.109       0.986       0.995      81.653       0.111       4.427       5.529        0.22      61893.    0.4046  
       20.17      0.3804      0.4729      0.1552      0.1249       0.113       1.017       0.993      84.220       0.115       4.416       5.347        0.22      62105.    0.3908  
       22.70      0.4280      0.5137      0.1546      0.1288       0.117       1.049       0.989      86.897       0.119       4.399       5.163        0.22      62339.    0.3766  
       25.22      0.4755      0.5503      0.1537      0.1328       0.120       1.082       0.983      89.584       0.122       4.373       4.977        0.22      62595.    0.3620  
       27.74      0.5231      0.5830      0.1523      0.1366       0.124       1.113       0.974      92.152       0.126       4.333       4.794        0.23      62874.    0.3471  
       30.26      0.5706      0.6122      0.1502      0.1400       0.127       1.140       0.961      94.437       0.129       4.273       4.614        0.23      63175.    0.3317  
       32.78      0.6182      0.6381      0.1473      0.1427       0.129       1.162       0.942      96.241       0.131       4.191       4.440        0.23      63499.    0.3161  
       35.30      0.6657      0.6614      0.1434      0.1443       0.131       1.175       0.917      97.342       0.133       4.080       4.274        0.23      63847.    0.3002  
       37.83      0.7133      0.6825      0.1383      0.1446       0.131       1.177       0.885      97.518       0.133       3.936       4.116        0.23      64218.    0.2839  
       40.35      0.7609      0.7016      0.1321      0.1433       0.130       1.167       0.845      96.626       0.132       3.758       3.966        0.23      64612.    0.2674  
       42.87      0.8084      0.7188      0.1248      0.1404       0.127       1.143       0.798      94.661       0.129       3.550       3.824        0.23      65028.    0.2506  
       45.39      0.8560      0.7338      0.1166      0.1360       0.123       1.107       0.746      91.705       0.125       3.316       3.687        0.23      65466.    0.2335  
       47.91      0.9035      0.7461      0.1076      0.1303       0.118       1.061       0.688      87.870       0.120       3.061       3.552        0.23      65923.    0.2161  
       50.44      0.9511      0.7552      0.0980      0.1235       0.112       1.005       0.627      83.268       0.114       2.789       3.415        0.23      66399.    0.1984  
       52.96      0.9986      0.7601      0.0880      0.1156       0.105       0.942       0.563      77.994       0.106       2.504       3.274        0.23      66894.    0.1802  
       55.48      1.0462      0.7595      0.0776      0.1069       0.097       0.871       0.497      72.118       0.098       2.209       3.123        0.23      67406.    0.1614  
       58.00      1.0937      0.7515      0.0669      0.0974       0.088       0.793       0.428      65.699       0.090       1.904       2.956        0.24      67935.    0.1418  
       60.52      1.1413      0.7331      0.0560      0.0872       0.079       0.710       0.358      58.792       0.080       1.593       2.763        0.24      68480.    0.1213  
       63.04      1.1888      0.6997      0.0449      0.0763       0.069       0.621       0.287      51.451       0.070       1.277       2.532        0.24      69042.    0.0995  
       65.57      1.2364      0.6427      0.0337      0.0648       0.059       0.528       0.216      43.727       0.060       0.959       2.236        0.24      69618.    0.0761  
       68.09      1.2839      0.5451      0.0225      0.0529       0.048       0.431       0.144      35.663       0.049       0.639       1.826        0.24      70210.    0.0508  
       70.61      1.3315      0.3683      0.0112      0.0405       0.037       0.330       0.072      27.311       0.037       0.319       1.190        0.24      70816.    0.0234  
       73.13      1.3790      0.0001      0.0000      0.0278       0.025       0.226       0.000      18.726       0.026       0.000       0.000        0.24      71433.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1570      0.1024       0.138       1.090       1.311     103.136       0.123       5.832       5.767        0.25      69629.    0.4843  
        2.88      0.0476      0.0717      0.1567      0.1040       0.140       1.107       1.309     104.732       0.125       5.823       5.670        0.25      69732.    0.4758  
        5.77      0.0952      0.1407      0.1565      0.1059       0.143       1.127       1.308     106.634       0.127       5.817       5.562        0.25      69850.    0.4665  
        8.65      0.1428      0.2065      0.1564      0.1081       0.146       1.150       1.307     108.874       0.130       5.812       5.443        0.25      69987.    0.4564  
       11.54      0.1904      0.2688      0.1563      0.1107       0.149       1.178       1.306     111.469       0.133       5.808       5.313        0.25      70143.    0.4453  
       14.42      0.2380      0.3271      0.1562      0.1136       0.153       1.209       1.305     114.414       0.137       5.804       5.173        0.25      70318.    0.4334  
       17.31      0.2856      0.3812      0.1560      0.1169       0.158       1.244       1.304     117.702       0.140       5.798       5.024        0.25      70516.    0.4207  
       20.19      0.3332      0.4309      0.1558      0.1205       0.163       1.282       1.302     121.300       0.145       5.789       4.867        0.26      70735.    0.4072  
       23.08      0.3808      0.4761      0.1554      0.1243       0.168       1.322       1.298     125.151       0.149       5.775       4.706        0.26      70979.    0.3933  
       25.96      0.4284      0.5170      0.1549      0.1283       0.173       1.365       1.294     129.172       0.154       5.754       4.542        0.26      71247.    0.3789  
       28.85      0.4760      0.5538      0.1539      0.1323       0.179       1.407       1.286     133.214       0.159       5.720       4.379        0.26      71540.    0.3642  
       31.73      0.5236      0.5866      0.1526      0.1362       0.184       1.448       1.274     137.084       0.164       5.669       4.217        0.26      71858.    0.3492  
       34.62      0.5712      0.6158      0.1505      0.1396       0.188       1.485       1.257     140.535       0.168       5.592       4.058        0.26      72203.    0.3337  
       37.50      0.6188      0.6418      0.1476      0.1423       0.192       1.514       1.233     143.269       0.171       5.485       3.904        0.26      72574.    0.3179  
       40.39      0.6664      0.6651      0.1437      0.1440       0.194       1.531       1.201     144.951       0.173       5.340       3.757        0.26      72972.    0.3019  
       43.27      0.7140      0.6862      0.1387      0.1443       0.195       1.535       1.158     145.245       0.173       5.152       3.617        0.26      73397.    0.2855  
       46.16      0.7616      0.7054      0.1324      0.1430       0.193       1.521       1.106     143.935       0.172       4.920       3.486        0.26      73849.    0.2689  
       49.04      0.8092      0.7226      0.1251      0.1401       0.189       1.490       1.045     141.011       0.168       4.648       3.361        0.26      74325.    0.2520  
       51.93      0.8568      0.7377      0.1168      0.1357       0.183       1.443       0.976     136.596       0.163       4.341       3.241        0.26      74826.    0.2348  
       54.81      0.9044      0.7502      0.1078      0.1300       0.175       1.383       0.901     130.857       0.156       4.007       3.122        0.26      75350.    0.2173  
       57.70      0.9520      0.7596      0.0982      0.1231       0.166       1.310       0.821     123.960       0.148       3.651       3.003        0.27      75895.    0.1995  
       60.58      0.9996      0.7649      0.0882      0.1153       0.156       1.226       0.737     116.048       0.139       3.278       2.880        0.27      76462.    0.1813  
       63.47      1.0472      0.7648      0.0778      0.1065       0.144       1.133       0.650     107.226       0.128       2.890       2.749        0.27      77048.    0.1625  
       66.35      1.0948      0.7574      0.0671      0.0969       0.131       1.031       0.560      97.580       0.116       2.492       2.604        0.27      77654.    0.1429  
       69.24      1.1424      0.7399      0.0561      0.0866       0.117       0.921       0.469      87.196       0.104       2.084       2.438        0.27      78278.    0.1224  
       72.12      1.1900      0.7075      0.0450      0.0756       0.102       0.805       0.376      76.155       0.091       1.671       2.238        0.27      78921.    0.1006  
       75.01      1.2376      0.6518      0.0338      0.0641       0.087       0.682       0.282      64.531       0.077       1.254       1.982        0.27      79581.    0.0772  
       77.89      1.2852      0.5553      0.0225      0.0520       0.070       0.554       0.188      52.392       0.063       0.835       1.626        0.27      80258.    0.0517  
       80.78      1.3328      0.3780      0.0112      0.0395       0.053       0.421       0.094      39.816       0.048       0.417       1.067        0.28      80952.    0.0240  
       83.66      1.3804      0.0001      0.0000      0.0267       0.036       0.284       0.000      26.886       0.032       0.000       0.000        0.28      81658.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1570      0.1020       0.196       1.373       1.660     146.177       0.155       7.386       5.152        0.29      78332.    0.4869  
        3.25      0.0476      0.0721      0.1568      0.1036       0.199       1.394       1.658     148.447       0.158       7.374       5.066        0.29      78448.    0.4784  
        6.50      0.0953      0.1415      0.1566      0.1054       0.203       1.420       1.656     151.156       0.160       7.366       4.969        0.29      78581.    0.4690  
        9.74      0.1429      0.2077      0.1565      0.1077       0.207       1.450       1.655     154.346       0.164       7.361       4.863        0.29      78735.    0.4588  
       12.99      0.1906      0.2704      0.1564      0.1103       0.212       1.484       1.654     158.046       0.168       7.357       4.747        0.29      78910.    0.4477  
       16.24      0.2382      0.3290      0.1563      0.1132       0.218       1.524       1.653     162.248       0.172       7.352       4.621        0.29      79109.    0.4357  
       19.49      0.2858      0.3834      0.1562      0.1165       0.224       1.568       1.651     166.942       0.177       7.346       4.487        0.29      79331.    0.4229  
       22.74      0.3335      0.4333      0.1560      0.1200       0.231       1.616       1.649     172.083       0.183       7.335       4.346        0.29      79578.    0.4094  
       25.99      0.3811      0.4787      0.1556      0.1239       0.238       1.668       1.645     177.593       0.188       7.318       4.202        0.29      79852.    0.3953  
       29.23      0.4288      0.5198      0.1551      0.1279       0.246       1.722       1.640     183.355       0.195       7.293       4.056        0.29      80154.    0.3809  
       32.48      0.4764      0.5566      0.1542      0.1320       0.254       1.776       1.630     189.154       0.201       7.251       3.909        0.29      80484.    0.3661  
       35.73      0.5240      0.5896      0.1528      0.1358       0.261       1.829       1.616     194.718       0.207       7.187       3.764        0.29      80843.    0.3509  
       38.98      0.5717      0.6188      0.1508      0.1393       0.268       1.875       1.594     199.692       0.212       7.091       3.621        0.29      81231.    0.3354  
       42.23      0.6193      0.6448      0.1479      0.1421       0.273       1.913       1.564     203.646       0.216       6.956       3.483        0.29      81650.    0.3195  
       45.47      0.6670      0.6682      0.1440      0.1438       0.276       1.936       1.523     206.100       0.219       6.774       3.352        0.29      82098.    0.3034  
       48.72      0.7146      0.6892      0.1390      0.1441       0.277       1.940       1.470     206.567       0.219       6.537       3.227        0.29      82577.    0.2869  
       51.97      0.7622      0.7084      0.1327      0.1428       0.275       1.923       1.404     204.737       0.217       6.243       3.109        0.29      83085.    0.2702  
       55.22      0.8099      0.7258      0.1254      0.1399       0.269       1.884       1.326     200.591       0.213       5.897       2.998        0.29      83623.    0.2532  
       58.47      0.8575      0.7410      0.1171      0.1355       0.261       1.825       1.238     194.304       0.206       5.508       2.891        0.30      84187.    0.2360  
       61.72      0.9052      0.7537      0.1081      0.1298       0.250       1.748       1.143     186.112       0.197       5.084       2.786        0.30      84777.    0.2184  
       64.96      0.9528      0.7633      0.0985      0.1230       0.236       1.655       1.041     176.253       0.187       4.632       2.680        0.30      85392.    0.2006  
       68.21      1.0004      0.7689      0.0884      0.1151       0.221       1.549       0.935     164.932       0.175       4.159       2.571        0.30      86030.    0.1824  
       71.46      1.0481      0.7693      0.0780      0.1062       0.204       1.430       0.825     152.298       0.162       3.667       2.456        0.30      86691.    0.1635  
       74.71      1.0957      0.7625      0.0672      0.0966       0.186       1.300       0.711     138.475       0.147       3.161       2.328        0.30      87373.    0.1440  
       77.96      1.1434      0.7457      0.0562      0.0862       0.166       1.161       0.595     123.586       0.131       2.645       2.182        0.30      88077.    0.1234  
       81.21      1.1910      0.7143      0.0451      0.0752       0.144       1.012       0.477     107.747       0.114       2.120       2.006        0.31      88801.    0.1016  
       84.45      1.2387      0.6597      0.0338      0.0635       0.122       0.855       0.358      91.067       0.097       1.591       1.782        0.31      89545.    0.0782  
       87.70      1.2863      0.5642      0.0225      0.0514       0.099       0.692       0.238      73.641       0.078       1.060       1.467        0.31      90308.    0.0525  
       90.95      1.3339      0.3867      0.0112      0.0388       0.075       0.522       0.119      55.585       0.059       0.529       0.970        0.31      91089.    0.0245  
       94.20      1.3816      0.0002      0.0000      0.0258       0.050       0.348       0.000      37.017       0.039       0.000       0.000        0.31      91884.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1571      0.1016       0.268       1.689       2.051     199.836       0.191       9.122       4.655        0.32      87035.    0.4890  
        3.61      0.0477      0.0725      0.1569      0.1032       0.272       1.715       2.048     202.945       0.194       9.109       4.577        0.32      87164.    0.4804  
        7.22      0.0954      0.1422      0.1567      0.1051       0.277       1.747       2.046     206.658       0.197       9.099       4.490        0.32      87312.    0.4710  
       10.84      0.1430      0.2087      0.1566      0.1073       0.283       1.784       2.044     211.035       0.202       9.093       4.394        0.32      87483.    0.4608  
       14.45      0.1907      0.2716      0.1565      0.1099       0.290       1.827       2.043     216.113       0.206       9.089       4.289        0.32      87678.    0.4496  
       18.06      0.2384      0.3305      0.1565      0.1128       0.298       1.875       2.042     221.886       0.212       9.084       4.175        0.32      87898.    0.4376  
       21.67      0.2861      0.3851      0.1563      0.1161       0.306       1.930       2.041     228.341       0.218       9.077       4.054        0.32      88146.    0.4247  
       25.28      0.3337      0.4352      0.1561      0.1197       0.316       1.990       2.038     235.417       0.225       9.065       3.926        0.32      88421.    0.4111  
       28.89      0.3814      0.4808      0.1558      0.1236       0.326       2.054       2.034     243.011       0.232       9.046       3.796        0.32      88726.    0.3970  
       32.51      0.4291      0.5220      0.1553      0.1276       0.337       2.121       2.027     250.963       0.240       9.015       3.663        0.32      89061.    0.3825  
       36.12      0.4768      0.5590      0.1544      0.1317       0.347       2.189       2.016     258.980       0.247       8.966       3.530        0.32      89428.    0.3676  
       39.73      0.5244      0.5920      0.1531      0.1356       0.358       2.254       1.998     266.689       0.255       8.889       3.399        0.32      89828.    0.3524  
       43.34      0.5721      0.6212      0.1511      0.1391       0.367       2.313       1.972     273.598       0.261       8.772       3.269        0.32      90260.    0.3368  
       46.95      0.6198      0.6473      0.1482      0.1419       0.374       2.359       1.935     279.114       0.267       8.607       3.145        0.32      90725.    0.3208  
       50.56      0.6675      0.6706      0.1444      0.1437       0.379       2.388       1.885     282.567       0.270       8.383       3.025        0.32      91224.    0.3046  
       54.18      0.7151      0.6917      0.1394      0.1441       0.380       2.394       1.819     283.283       0.271       8.091       2.913        0.33      91756.    0.2881  
       57.79      0.7628      0.7110      0.1331      0.1428       0.377       2.374       1.738     280.826       0.268       7.729       2.806        0.33      92322.    0.2713  
       61.40      0.8105      0.7283      0.1258      0.1399       0.369       2.326       1.642     275.167       0.263       7.302       2.706        0.33      92920.    0.2543  
       65.01      0.8582      0.7437      0.1175      0.1356       0.357       2.253       1.533     266.542       0.255       6.820       2.609        0.33      93548.    0.2370  
       68.62      0.9058      0.7565      0.1084      0.1298       0.342       2.158       1.415     255.277       0.244       6.295       2.515        0.33      94205.    0.2194  
       72.24      0.9535      0.7663      0.0988      0.1229       0.324       2.043       1.290     241.700       0.231       5.736       2.420        0.33      94889.    0.2016  
       75.85      1.0012      0.7723      0.0887      0.1150       0.303       1.911       1.158     226.092       0.216       5.150       2.323        0.33      95599.    0.1833  
       79.46      1.0489      0.7731      0.0782      0.1061       0.280       1.764       1.021     208.658       0.199       4.541       2.219        0.33      96334.    0.1645  
       83.07      1.0965      0.7669      0.0674      0.0964       0.254       1.602       0.880     189.573       0.181       3.915       2.106        0.34      97094.    0.1449  
       86.68      1.1442      0.7508      0.0564      0.0859       0.227       1.428       0.736     169.005       0.161       3.274       1.976        0.34      97876.    0.1243  
       90.29      1.1919      0.7203      0.0452      0.0748       0.197       1.243       0.590     147.117       0.140       2.625       1.820        0.34      98682.    0.1025  
       93.91      1.2396      0.6667      0.0339      0.0631       0.166       1.049       0.443     124.056       0.118       1.970       1.619        0.34      99510.    0.0790  
       97.52      1.2872      0.5722      0.0226      0.0508       0.134       0.845       0.295      99.959       0.095       1.312       1.338        0.34     100359.    0.0533  
      101.13      1.3349      0.3946      0.0113      0.0381       0.101       0.634       0.147      74.983       0.072       0.654       0.890        0.34     101228.    0.0250  
      104.74      1.3826      0.0001      0.0000      0.0251       0.066       0.417       0.000      49.295       0.047       0.000       0.000        0.35     102112.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1572      0.1014       0.356       2.039       2.483     265.336       0.230      11.044       4.244        0.35      95738.    0.4905  
        3.98      0.0477      0.0727      0.1570      0.1030       0.361       2.071       2.479     269.466       0.234      11.028       4.173        0.35      95879.    0.4820  
        7.95      0.0954      0.1427      0.1568      0.1048       0.368       2.108       2.477     274.401       0.238      11.017       4.094        0.35      96043.    0.4726  
       11.93      0.1431      0.2095      0.1567      0.1071       0.376       2.153       2.475     280.223       0.243      11.010       4.006        0.35      96231.    0.4623  
       15.90      0.1908      0.2726      0.1567      0.1097       0.385       2.205       2.474     286.983       0.249      11.005       3.910        0.35      96446.    0.4512  
       19.88      0.2385      0.3317      0.1566      0.1126       0.395       2.264       2.473     294.676       0.256      11.001       3.807        0.35      96688.    0.4391  
       23.85      0.2862      0.3865      0.1565      0.1159       0.407       2.330       2.471     303.285       0.263      10.993       3.696        0.35      96960.    0.4262  
       27.83      0.3339      0.4368      0.1563      0.1195       0.419       2.403       2.468     312.734       0.271      10.980       3.580        0.35      97263.    0.4125  
       31.80      0.3816      0.4825      0.1560      0.1234       0.433       2.481       2.464     322.887       0.280      10.958       3.461        0.35      97599.    0.3984  
       35.78      0.4293      0.5238      0.1555      0.1274       0.447       2.563       2.456     333.536       0.290      10.924       3.340        0.35      97968.    0.3839  
       39.75      0.4771      0.5609      0.1547      0.1316       0.462       2.646       2.443     344.293       0.299      10.866       3.218        0.35      98372.    0.3689  
       43.73      0.5248      0.5939      0.1534      0.1355       0.476       2.725       2.422     354.660       0.308      10.775       3.098        0.35      98812.    0.3537  
       47.71      0.5725      0.6232      0.1514      0.1391       0.488       2.797       2.391     363.979       0.316      10.637       2.980        0.35      99288.    0.3380  
       51.68      0.6202      0.6493      0.1486      0.1419       0.498       2.854       2.347     371.452       0.322      10.439       2.866        0.36      99800.    0.3220  
       55.66      0.6679      0.6727      0.1448      0.1437       0.504       2.890       2.287     376.177       0.327      10.170       2.757        0.36     100349.    0.3058  
       59.63      0.7156      0.6938      0.1398      0.1441       0.506       2.899       2.207     377.241       0.327       9.818       2.654        0.36     100936.    0.2892  
       63.61      0.7633      0.7131      0.1335      0.1429       0.502       2.874       2.109     374.053       0.325       9.380       2.557        0.36     101559.    0.2724  
       67.58      0.8110      0.7305      0.1262      0.1401       0.492       2.817       1.993     366.564       0.318       8.863       2.466        0.36     102218.    0.2553  
       71.56      0.8587      0.7459      0.1179      0.1357       0.476       2.728       1.862     355.087       0.308       8.280       2.378        0.36     102909.    0.2379  
       75.53      0.9064      0.7589      0.1088      0.1299       0.456       2.613       1.718     340.057       0.295       7.643       2.292        0.36     103633.    0.2204  
       79.51      0.9541      0.7690      0.0991      0.1230       0.432       2.474       1.566     321.914       0.279       6.964       2.206        0.36     104386.    0.2025  
       83.48      1.0018      0.7752      0.0890      0.1150       0.404       2.313       1.406     301.032       0.261       6.253       2.118        0.37     105168.    0.1842  
       87.46      1.0495      0.7764      0.0785      0.1061       0.372       2.134       1.240     277.688       0.241       5.514       2.025        0.37     105978.    0.1654  
       91.44      1.0972      0.7707      0.0677      0.0963       0.338       1.937       1.069     252.117       0.219       4.754       1.923        0.37     106815.    0.1458  
       95.41      1.1449      0.7553      0.0566      0.0858       0.301       1.725       0.894     224.545       0.195       3.976       1.806        0.37     107677.    0.1252  
       99.39      1.1926      0.7256      0.0454      0.0746       0.262       1.500       0.717     195.192       0.169       3.188       1.665        0.37     108564.    0.1034  
      103.36      1.2403      0.6730      0.0341      0.0628       0.220       1.262       0.538     164.255       0.143       2.392       1.485        0.38     109476.    0.0799  
      107.34      1.2880      0.5795      0.0227      0.0504       0.177       1.014       0.358     131.918       0.115       1.593       1.232        0.38     110411.    0.0541  
      111.31      1.3358      0.4019      0.0113      0.0376       0.132       0.756       0.179      98.394       0.085       0.795       0.824        0.38     111368.    0.0255  
      115.29      1.3835      0.0001      0.0000      0.0244       0.086       0.491       0.000      63.910       0.055       0.000       0.000        0.38     112341.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1573      0.1012       0.461       2.422       2.956     343.928       0.274      13.149       3.899        0.38     104441.    0.4916  
        4.34      0.0477      0.0729      0.1571      0.1028       0.468       2.460       2.952     349.274       0.278      13.131       3.834        0.38     104595.    0.4831  
        8.68      0.0955      0.1431      0.1569      0.1047       0.477       2.505       2.949     355.669       0.283      13.118       3.761        0.38     104773.    0.4737  
       13.02      0.1432      0.2101      0.1568      0.1069       0.487       2.558       2.948     363.218       0.289      13.110       3.681        0.38     104979.    0.4635  
       17.36      0.1909      0.2734      0.1568      0.1095       0.499       2.620       2.947     371.994       0.296      13.106       3.593        0.38     105213.    0.4523  
       21.70      0.2387      0.3327      0.1567      0.1124       0.512       2.691       2.946     381.988       0.304      13.102       3.498        0.38     105478.    0.4403  
       26.04      0.2864      0.3876      0.1566      0.1157       0.527       2.769       2.944     393.185       0.313      13.094       3.396        0.38     105775.    0.4274  
       30.38      0.3341      0.4380      0.1564      0.1193       0.544       2.856       2.941     405.490       0.323      13.080       3.289        0.38     106105.    0.4137  
       34.71      0.3819      0.4839      0.1562      0.1232       0.562       2.949       2.935     418.731       0.333      13.057       3.180        0.38     106472.    0.3996  
       39.05      0.4296      0.5253      0.1557      0.1273       0.580       3.047       2.927     432.642       0.344      13.018       3.068        0.38     106875.    0.3850  
       43.39      0.4773      0.5625      0.1549      0.1315       0.599       3.147       2.912     446.724       0.355      12.953       2.957        0.39     107316.    0.3701  
       47.73      0.5251      0.5955      0.1537      0.1355       0.617       3.242       2.888     460.330       0.366      12.848       2.846        0.39     107796.    0.3548  
       52.07      0.5728      0.6249      0.1517      0.1391       0.634       3.329       2.852     472.601       0.376      12.687       2.737        0.39     108315.    0.3391  
       56.41      0.6205      0.6510      0.1490      0.1420       0.647       3.398       2.800     482.488       0.384      12.455       2.632        0.39     108875.    0.3231  
       60.75      0.6683      0.6744      0.1452      0.1439       0.655       3.443       2.729     488.805       0.389      12.138       2.532        0.39     109474.    0.3068  
       65.09      0.7160      0.6955      0.1402      0.1443       0.658       3.454       2.635     490.347       0.390      11.720       2.437        0.39     110115.    0.2902  
       69.43      0.7637      0.7148      0.1340      0.1431       0.652       3.425       2.518     486.327       0.387      11.200       2.348        0.39     110796.    0.2733  
       73.77      0.8115      0.7323      0.1266      0.1403       0.639       3.357       2.380     476.671       0.379      10.585       2.264        0.39     111515.    0.2562  
       78.11      0.8592      0.7478      0.1183      0.1359       0.619       3.253       2.223     461.780       0.367       9.890       2.184        0.39     112271.    0.2389  
       82.45      0.9069      0.7610      0.1092      0.1301       0.593       3.115       2.053     442.220       0.352       9.130       2.105        0.40     113061.    0.2212  
       86.79      0.9547      0.7712      0.0995      0.1232       0.561       2.948       1.871     418.566       0.333       8.320       2.027        0.40     113884.    0.2033  
       91.13      1.0024      0.7778      0.0894      0.1152       0.525       2.756       1.680     391.311       0.311       7.471       1.947        0.40     114738.    0.1851  
       95.47      1.0501      0.7793      0.0788      0.1062       0.484       2.541       1.481     360.816       0.287       6.589       1.862        0.40     115623.    0.1662  
       99.80      1.0979      0.7741      0.0679      0.0964       0.439       2.306       1.277     327.389       0.261       5.680       1.769        0.40     116536.    0.1466  
      104.14      1.1456      0.7593      0.0568      0.0857       0.391       2.052       1.068     291.330       0.232       4.751       1.663        0.41     117478.    0.1261  
      108.48      1.1933      0.7304      0.0456      0.0744       0.339       1.781       0.856     252.925       0.201       3.809       1.536        0.41     118447.    0.1042  
