         5.3x5.9E                 (53x59E.dat)                                                                                                                                      
         v2025-1001                                                                                                                                                                 
         Simulation Date: 02/24/2026                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
                                                                                                                                                                                    
         PROP RPM =       8000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1391      0.0861       0.015       0.117       0.224      11.059       0.013       0.995       9.178        0.17      26591.    0.4807  
        1.70      0.0423      0.0672      0.1388      0.0875       0.015       0.119       0.223      11.241       0.013       0.993       9.010        0.17      26624.    0.4714  
        3.40      0.0847      0.1316      0.1385      0.0891       0.015       0.121       0.223      11.448       0.014       0.991       8.829        0.17      26662.    0.4614  
        5.10      0.1270      0.1931      0.1382      0.0909       0.016       0.123       0.222      11.683       0.014       0.989       8.635        0.17      26705.    0.4509  
        6.80      0.1694      0.2513      0.1379      0.0930       0.016       0.126       0.222      11.944       0.014       0.987       8.430        0.17      26755.    0.4397  
        8.50      0.2117      0.3061      0.1376      0.0952       0.016       0.129       0.221      12.231       0.015       0.985       8.214        0.17      26810.    0.4280  
       10.20      0.2541      0.3573      0.1372      0.0976       0.017       0.132       0.221      12.540       0.015       0.982       7.989        0.17      26872.    0.4157  
       11.90      0.2964      0.4047      0.1367      0.1001       0.017       0.136       0.220      12.867       0.015       0.979       7.758        0.17      26941.    0.4029  
       13.60      0.3387      0.4484      0.1361      0.1028       0.018       0.140       0.219      13.206       0.016       0.974       7.521        0.17      27017.    0.3896  
       15.30      0.3811      0.4884      0.1352      0.1055       0.018       0.143       0.218      13.549       0.016       0.968       7.282        0.17      27100.    0.3760  
       17.00      0.4234      0.5248      0.1339      0.1081       0.019       0.147       0.216      13.886       0.017       0.959       7.041        0.17      27190.    0.3619  
       18.70      0.4658      0.5577      0.1323      0.1105       0.019       0.150       0.213      14.201       0.017       0.947       6.802        0.17      27288.    0.3475  
       20.40      0.5081      0.5872      0.1302      0.1127       0.019       0.153       0.210      14.475       0.017       0.932       6.566        0.17      27393.    0.3327  
       22.10      0.5504      0.6138      0.1274      0.1143       0.020       0.155       0.205      14.684       0.018       0.912       6.334        0.17      27506.    0.3176  
       23.80      0.5928      0.6375      0.1239      0.1152       0.020       0.156       0.199      14.798       0.018       0.887       6.110        0.17      27627.    0.3020  
       25.50      0.6351      0.6589      0.1194      0.1151       0.020       0.156       0.192      14.785       0.018       0.855       5.894        0.17      27756.    0.2860  
       27.20      0.6775      0.6782      0.1139      0.1138       0.020       0.154       0.183      14.622       0.017       0.815       5.687        0.17      27892.    0.2696  
       28.90      0.7198      0.6953      0.1075      0.1113       0.019       0.151       0.173      14.305       0.017       0.770       5.487        0.17      28036.    0.2527  
       30.60      0.7622      0.7100      0.1004      0.1078       0.019       0.146       0.162      13.849       0.017       0.719       5.293        0.17      28188.    0.2356  
       32.30      0.8045      0.7221      0.0927      0.1033       0.018       0.140       0.149      13.271       0.016       0.664       5.099        0.17      28347.    0.2181  
       34.00      0.8468      0.7304      0.0845      0.0980       0.017       0.133       0.136      12.589       0.015       0.605       4.900        0.17      28513.    0.2001  
       35.70      0.8892      0.7339      0.0759      0.0920       0.016       0.125       0.122      11.816       0.014       0.543       4.689        0.17      28686.    0.1814  
       37.40      0.9315      0.7309      0.0669      0.0853       0.015       0.116       0.108      10.964       0.013       0.479       4.457        0.18      28865.    0.1620  
       39.10      0.9739      0.7194      0.0577      0.0782       0.013       0.106       0.093      10.042       0.012       0.413       4.196        0.18      29050.    0.1416  
       40.80      1.0162      0.6963      0.0483      0.0705       0.012       0.096       0.078       9.059       0.011       0.346       3.893        0.18      29241.    0.1202  
       42.50      1.0585      0.6567      0.0387      0.0624       0.011       0.085       0.062       8.021       0.010       0.277       3.525        0.18      29439.    0.0974  
       44.20      1.1009      0.5924      0.0291      0.0540       0.009       0.073       0.047       6.937       0.008       0.208       3.057        0.18      29641.    0.0732  
       45.90      1.1432      0.4887      0.0193      0.0452       0.008       0.061       0.031       5.813       0.007       0.138       2.429        0.18      29850.    0.0474  
       47.60      1.1856      0.3156      0.0096      0.0362       0.006       0.049       0.016       4.657       0.006       0.069       1.512        0.18      30063.    0.0209  
       49.30      1.2279      0.0007      0.0000      0.0270       0.005       0.037       0.000       3.474       0.004       0.000       0.003        0.18      30279.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       9000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1391      0.0853       0.021       0.147       0.283      15.600       0.017       1.261       8.240        0.19      29915.    0.4856  
        1.91      0.0424      0.0679      0.1388      0.0867       0.021       0.149       0.283      15.860       0.017       1.258       8.088        0.19      29952.    0.4762  
        3.83      0.0848      0.1330      0.1386      0.0883       0.022       0.152       0.282      16.157       0.017       1.255       7.923        0.19      29995.    0.4660  
        5.74      0.1272      0.1951      0.1383      0.0902       0.022       0.155       0.282      16.492       0.017       1.253       7.748        0.19      30044.    0.4553  
        7.66      0.1696      0.2539      0.1381      0.0922       0.023       0.158       0.281      16.866       0.018       1.251       7.562        0.19      30099.    0.4439  
        9.57      0.2120      0.3092      0.1378      0.0944       0.023       0.162       0.281      17.277       0.018       1.248       7.366        0.19      30162.    0.4320  
       11.49      0.2543      0.3608      0.1374      0.0969       0.024       0.166       0.280      17.719       0.019       1.245       7.163        0.19      30232.    0.4195  
       13.40      0.2967      0.4086      0.1369      0.0994       0.024       0.171       0.279      18.187       0.019       1.240       6.953        0.19      30309.    0.4065  
       15.32      0.3391      0.4526      0.1362      0.1021       0.025       0.175       0.277      18.673       0.020       1.234       6.739        0.19      30395.    0.3930  
       17.23      0.3815      0.4928      0.1353      0.1048       0.026       0.180       0.276      19.166       0.020       1.226       6.523        0.19      30488.    0.3791  
       19.15      0.4239      0.5293      0.1341      0.1074       0.026       0.185       0.273      19.649       0.021       1.215       6.306        0.19      30590.    0.3649  
       21.06      0.4663      0.5623      0.1325      0.1099       0.027       0.189       0.270      20.101       0.021       1.200       6.090        0.19      30700.    0.3502  
       22.98      0.5087      0.5920      0.1304      0.1120       0.027       0.192       0.266      20.496       0.022       1.181       5.876        0.19      30819.    0.3353  
       24.89      0.5511      0.6185      0.1276      0.1137       0.028       0.195       0.260      20.798       0.022       1.156       5.668        0.19      30946.    0.3199  
       26.81      0.5935      0.6424      0.1240      0.1146       0.028       0.197       0.253      20.964       0.022       1.124       5.466        0.19      31083.    0.3042  
       28.72      0.6359      0.6638      0.1195      0.1145       0.028       0.197       0.243      20.948       0.022       1.083       5.272        0.19      31228.    0.2880  
       30.64      0.6783      0.6831      0.1141      0.1132       0.028       0.195       0.232      20.717       0.022       1.033       5.086        0.19      31381.    0.2714  
       32.55      0.7207      0.7003      0.1077      0.1108       0.027       0.190       0.219      20.268       0.022       0.975       4.907        0.19      31544.    0.2544  
       34.47      0.7630      0.7152      0.1005      0.1072       0.026       0.184       0.205      19.618       0.021       0.911       4.733        0.19      31715.    0.2371  
       36.38      0.8054      0.7274      0.0928      0.1027       0.025       0.177       0.189      18.794       0.020       0.841       4.561        0.20      31894.    0.2195  
       38.30      0.8478      0.7360      0.0846      0.0974       0.024       0.167       0.172      17.820       0.019       0.766       4.384        0.20      32082.    0.2014  
       40.21      0.8902      0.7398      0.0759      0.0914       0.022       0.157       0.155      16.714       0.018       0.688       4.197        0.20      32276.    0.1827  
       42.13      0.9326      0.7374      0.0670      0.0847       0.021       0.146       0.136      15.494       0.016       0.607       3.993        0.20      32478.    0.1632  
       44.04      0.9750      0.7265      0.0577      0.0775       0.019       0.133       0.118      14.173       0.015       0.523       3.763        0.20      32687.    0.1429  
       45.96      1.0174      0.7043      0.0483      0.0698       0.017       0.120       0.098      12.763       0.014       0.438       3.496        0.20      32903.    0.1214  
       47.87      1.0598      0.6657      0.0387      0.0616       0.015       0.106       0.079      11.275       0.012       0.351       3.172        0.20      33125.    0.0986  
       49.79      1.1022      0.6024      0.0290      0.0531       0.013       0.091       0.059       9.718       0.010       0.263       2.760        0.20      33354.    0.0743  
       51.70      1.1446      0.4993      0.0193      0.0443       0.011       0.076       0.039       8.103       0.009       0.175       2.203        0.20      33588.    0.0484  
       53.62      1.1870      0.3249      0.0096      0.0352       0.009       0.060       0.020       6.442       0.007       0.087       1.382        0.20      33829.    0.0214  
       55.53      1.2294      0.0006      0.0000      0.0259       0.006       0.045       0.000       4.741       0.005       0.000       0.003        0.20      34072.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      10000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1392      0.0846       0.028       0.179       0.350      21.234       0.020       1.557       7.478        0.21      33238.    0.4898  
        2.13      0.0424      0.0685      0.1389      0.0860       0.029       0.182       0.349      21.591       0.021       1.554       7.339        0.21      33280.    0.4802  
        4.26      0.0849      0.1342      0.1387      0.0877       0.030       0.186       0.349      22.000       0.021       1.551       7.189        0.21      33327.    0.4699  
        6.39      0.1273      0.1969      0.1384      0.0895       0.030       0.190       0.348      22.462       0.021       1.548       7.028        0.21      33382.    0.4590  
        8.52      0.1697      0.2561      0.1382      0.0916       0.031       0.194       0.347      22.977       0.022       1.545       6.858        0.21      33444.    0.4475  
       10.65      0.2122      0.3118      0.1379      0.0938       0.032       0.199       0.347      23.543       0.022       1.542       6.679        0.21      33513.    0.4354  
       12.78      0.2546      0.3638      0.1375      0.0962       0.032       0.204       0.346      24.152       0.023       1.538       6.493        0.21      33591.    0.4227  
       14.91      0.2970      0.4119      0.1370      0.0988       0.033       0.210       0.345      24.798       0.024       1.533       6.302        0.21      33678.    0.4095  
       17.04      0.3395      0.4561      0.1364      0.1015       0.034       0.215       0.343      25.469       0.024       1.525       6.107        0.21      33773.    0.3959  
       19.17      0.3819      0.4965      0.1355      0.1042       0.035       0.221       0.341      26.149       0.025       1.515       5.909        0.21      33877.    0.3818  
       21.30      0.4243      0.5332      0.1343      0.1069       0.036       0.227       0.338      26.817       0.026       1.502       5.711        0.21      33990.    0.3674  
       23.43      0.4668      0.5663      0.1327      0.1094       0.037       0.232       0.334      27.443       0.026       1.484       5.514        0.21      34113.    0.3526  
       25.56      0.5092      0.5960      0.1305      0.1115       0.038       0.237       0.328      27.990       0.027       1.460       5.319        0.21      34245.    0.3374  
       27.69      0.5516      0.6226      0.1278      0.1132       0.038       0.240       0.321      28.410       0.027       1.429       5.130        0.21      34387.    0.3219  
       29.82      0.5941      0.6465      0.1242      0.1141       0.038       0.242       0.312      28.642       0.027       1.389       4.946        0.21      34538.    0.3060  
       31.95      0.6365      0.6679      0.1197      0.1141       0.038       0.242       0.301      28.624       0.027       1.339       4.769        0.21      34700.    0.2897  
       34.08      0.6789      0.6873      0.1142      0.1128       0.038       0.239       0.287      28.310       0.027       1.277       4.601        0.22      34871.    0.2729  
       36.21      0.7214      0.7045      0.1078      0.1104       0.037       0.234       0.271      27.695       0.026       1.205       4.439        0.22      35052.    0.2558  
       38.34      0.7638      0.7195      0.1006      0.1068       0.036       0.227       0.253      26.802       0.026       1.125       4.281        0.22      35242.    0.2384  
       40.47      0.8062      0.7320      0.0929      0.1023       0.034       0.217       0.234      25.671       0.025       1.039       4.126        0.22      35442.    0.2207  
       42.59      0.8487      0.7408      0.0846      0.0970       0.033       0.206       0.213      24.330       0.023       0.947       3.967        0.22      35650.    0.2026  
       44.72      0.8911      0.7450      0.0760      0.0909       0.031       0.193       0.191      22.808       0.022       0.850       3.800        0.22      35867.    0.1839  
       46.85      0.9336      0.7430      0.0670      0.0842       0.028       0.179       0.168      21.125       0.020       0.749       3.617        0.22      36092.    0.1644  
       48.98      0.9760      0.7328      0.0578      0.0769       0.026       0.163       0.145      19.302       0.018       0.646       3.412        0.22      36324.    0.1440  
       51.11      1.0184      0.7114      0.0483      0.0692       0.023       0.147       0.121      17.356       0.017       0.540       3.175        0.22      36564.    0.1225  
       53.24      1.0609      0.6737      0.0387      0.0610       0.021       0.129       0.097      15.300       0.015       0.433       2.886        0.22      36812.    0.0997  
       55.37      1.1033      0.6113      0.0290      0.0524       0.018       0.111       0.073      13.148       0.013       0.325       2.518        0.22      37066.    0.0753  
       57.50      1.1457      0.5088      0.0193      0.0435       0.015       0.092       0.049      10.915       0.010       0.216       2.018        0.22      37328.    0.0492  
       59.63      1.1882      0.3333      0.0096      0.0343       0.012       0.073       0.024       8.616       0.008       0.108       1.275        0.22      37595.    0.0220  
       61.76      1.2306      0.0005      0.0000      0.0250       0.008       0.053       0.000       6.263       0.006       0.000       0.002        0.23      37866.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      11000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1393      0.0841       0.038       0.216       0.424      28.079       0.024       1.885       6.846        0.23      36562.    0.4934  
        2.34      0.0425      0.0691      0.1390      0.0855       0.038       0.219       0.423      28.555       0.025       1.881       6.718        0.23      36607.    0.4837  
        4.69      0.0849      0.1353      0.1387      0.0871       0.039       0.224       0.422      29.101       0.025       1.878       6.580        0.23      36660.    0.4733  
        7.03      0.1274      0.1984      0.1385      0.0890       0.040       0.228       0.421      29.718       0.026       1.874       6.432        0.23      36720.    0.4623  
        9.38      0.1699      0.2580      0.1383      0.0910       0.041       0.234       0.421      30.406       0.026       1.871       6.275        0.23      36788.    0.4506  
       11.72      0.2124      0.3141      0.1380      0.0933       0.042       0.239       0.420      31.161       0.027       1.867       6.111        0.23      36865.    0.4383  
       14.07      0.2548      0.3663      0.1376      0.0957       0.043       0.246       0.419      31.977       0.028       1.863       5.940        0.23      36951.    0.4255  
       16.41      0.2973      0.4147      0.1372      0.0983       0.044       0.252       0.417      32.841       0.029       1.856       5.763        0.23      37046.    0.4122  
       18.76      0.3398      0.4592      0.1365      0.1010       0.045       0.259       0.415      33.739       0.029       1.847       5.583        0.23      37150.    0.3984  
       21.10      0.3822      0.4997      0.1356      0.1037       0.046       0.266       0.413      34.650       0.030       1.835       5.402        0.23      37265.    0.3842  
       23.45      0.4247      0.5365      0.1344      0.1064       0.048       0.273       0.409      35.545       0.031       1.819       5.219        0.23      37390.    0.3696  
       25.79      0.4672      0.5697      0.1328      0.1089       0.049       0.280       0.404      36.385       0.032       1.798       5.038        0.23      37525.    0.3546  
       28.14      0.5097      0.5995      0.1307      0.1111       0.050       0.285       0.398      37.119       0.032       1.769       4.860        0.23      37671.    0.3393  
       30.48      0.5521      0.6261      0.1279      0.1128       0.051       0.290       0.389      37.685       0.033       1.732       4.685        0.23      37827.    0.3237  
       32.83      0.5946      0.6500      0.1244      0.1138       0.051       0.292       0.378      38.001       0.033       1.683       4.517        0.24      37994.    0.3076  
       35.17      0.6371      0.6715      0.1199      0.1137       0.051       0.292       0.365      37.981       0.033       1.622       4.355        0.24      38172.    0.2912  
       37.52      0.6795      0.6909      0.1143      0.1125       0.050       0.289       0.348      37.568       0.033       1.548       4.201        0.24      38360.    0.2743  
       39.86      0.7220      0.7082      0.1079      0.1100       0.049       0.282       0.328      36.750       0.032       1.461       4.053        0.24      38560.    0.2571  
       42.21      0.7645      0.7233      0.1007      0.1065       0.048       0.273       0.307      35.562       0.031       1.363       3.909        0.24      38770.    0.2396  
       44.55      0.8070      0.7359      0.0930      0.1020       0.046       0.262       0.283      34.053       0.030       1.258       3.768        0.24      38990.    0.2219  
       46.90      0.8494      0.7450      0.0847      0.0966       0.043       0.248       0.258      32.264       0.028       1.147       3.624        0.24      39219.    0.2037  
       49.24      0.8919      0.7495      0.0761      0.0905       0.041       0.232       0.231      30.229       0.026       1.029       3.472        0.24      39458.    0.1849  
       51.59      0.9344      0.7479      0.0671      0.0838       0.038       0.215       0.204      27.979       0.024       0.907       3.307        0.24      39706.    0.1654  
       53.93      0.9768      0.7383      0.0578      0.0765       0.034       0.196       0.176      25.540       0.022       0.782       3.123        0.24      39962.    0.1450  
       56.27      1.0193      0.7176      0.0483      0.0687       0.031       0.176       0.147      22.933       0.020       0.654       2.909        0.24      40226.    0.1235  
       58.62      1.0618      0.6807      0.0387      0.0604       0.027       0.155       0.118      20.178       0.018       0.524       2.649        0.24      40499.    0.1007  
       60.96      1.1043      0.6193      0.0290      0.0518       0.023       0.133       0.088      17.293       0.015       0.393       2.317        0.25      40779.    0.0763  
       63.31      1.1467      0.5175      0.0193      0.0428       0.019       0.110       0.059      14.299       0.012       0.261       1.864        0.25      41067.    0.0500  
       65.65      1.1892      0.3411      0.0096      0.0336       0.015       0.086       0.029      11.216       0.010       0.130       1.185        0.25      41362.    0.0225  
       68.00      1.2317      0.0004      0.0000      0.0241       0.011       0.062       0.000       8.058       0.007       0.000       0.001        0.25      41660.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      12000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1394      0.0836       0.049       0.255       0.505      36.253       0.029       2.245       6.313        0.25      39886.    0.4965  
        2.56      0.0425      0.0695      0.1391      0.0850       0.049       0.260       0.504      36.873       0.029       2.240       6.195        0.25      39935.    0.4867  
        5.12      0.0850      0.1362      0.1388      0.0867       0.050       0.265       0.503      37.583       0.030       2.236       6.067        0.25      39993.    0.4762  
        7.68      0.1275      0.1996      0.1386      0.0885       0.051       0.270       0.502      38.386       0.031       2.232       5.930        0.25      40058.    0.4651  
       10.24      0.1700      0.2597      0.1384      0.0906       0.053       0.277       0.501      39.282       0.031       2.228       5.785        0.25      40132.    0.4533  
       12.80      0.2125      0.3160      0.1381      0.0929       0.054       0.284       0.500      40.266       0.032       2.224       5.632        0.25      40216.    0.4409  
       15.36      0.2550      0.3686      0.1377      0.0953       0.055       0.291       0.499      41.329       0.033       2.218       5.474        0.25      40310.    0.4280  
       17.92      0.2975      0.4172      0.1373      0.0979       0.057       0.299       0.497      42.457       0.034       2.211       5.310        0.25      40414.    0.4145  
       20.48      0.3400      0.4618      0.1366      0.1006       0.059       0.307       0.495      43.629       0.035       2.201       5.144        0.25      40528.    0.4006  
       23.04      0.3825      0.5025      0.1358      0.1034       0.060       0.316       0.492      44.819       0.036       2.187       4.975        0.25      40654.    0.3862  
       25.60      0.4250      0.5394      0.1346      0.1061       0.062       0.324       0.487      45.988       0.037       2.168       4.806        0.25      40790.    0.3715  
       28.16      0.4675      0.5727      0.1330      0.1086       0.063       0.332       0.482      47.087       0.037       2.142       4.639        0.26      40938.    0.3564  
       30.72      0.5101      0.6025      0.1309      0.1108       0.064       0.338       0.474      48.050       0.038       2.108       4.474        0.26      41097.    0.3410  
       33.28      0.5526      0.6292      0.1281      0.1125       0.065       0.344       0.464      48.793       0.039       2.064       4.313        0.26      41267.    0.3252  
       35.84      0.5951      0.6531      0.1246      0.1135       0.066       0.347       0.451      49.212       0.039       2.006       4.157        0.26      41450.    0.3091  
       38.40      0.6376      0.6746      0.1200      0.1134       0.066       0.346       0.435      49.193       0.039       1.933       4.007        0.26      41644.    0.2925  
       40.96      0.6801      0.6940      0.1145      0.1122       0.065       0.343       0.415      48.661       0.039       1.844       3.865        0.26      41850.    0.2755  
       43.52      0.7226      0.7114      0.1081      0.1098       0.064       0.335       0.391      47.602       0.038       1.741       3.729        0.26      42068.    0.2582  
       46.08      0.7651      0.7266      0.1009      0.1062       0.062       0.324       0.365      46.059       0.037       1.625       3.597        0.26      42297.    0.2407  
       48.64      0.8076      0.7394      0.0931      0.1017       0.059       0.311       0.337      44.096       0.035       1.499       3.467        0.26      42538.    0.2229  
       51.20      0.8501      0.7487      0.0848      0.0963       0.056       0.294       0.307      41.766       0.033       1.366       3.336        0.26      42789.    0.2047  
       53.76      0.8926      0.7535      0.0761      0.0902       0.052       0.276       0.276      39.115       0.031       1.226       3.197        0.26      43049.    0.1859  
       56.32      0.9351      0.7523      0.0671      0.0834       0.049       0.255       0.243      36.180       0.029       1.081       3.047        0.26      43320.    0.1663  
       58.88      0.9776      0.7432      0.0578      0.0761       0.044       0.232       0.209      32.996       0.026       0.932       2.879        0.26      43600.    0.1459  
       61.44      1.0201      0.7232      0.0484      0.0682       0.040       0.208       0.175      29.593       0.024       0.779       2.685        0.27      43889.    0.1244  
       64.00      1.0626      0.6871      0.0388      0.0599       0.035       0.183       0.140      25.993       0.021       0.624       2.449        0.27      44186.    0.1016  
       66.56      1.1051      0.6266      0.0291      0.0512       0.030       0.157       0.105      22.222       0.018       0.468       2.147        0.27      44493.    0.0771  
       69.12      1.1476      0.5254      0.0193      0.0422       0.025       0.129       0.070      18.307       0.015       0.311       1.734        0.27      44807.    0.0508  
       71.68      1.1901      0.3484      0.0096      0.0329       0.019       0.101       0.035      14.275       0.011       0.155       1.109        0.27      45129.    0.0229  
       74.24      1.2326      0.0004      0.0000      0.0234       0.014       0.071       0.000      10.144       0.008       0.000       0.001        0.27      45455.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1394      0.0832       0.062       0.298       0.593      45.877       0.034       2.635       5.858        0.27      43209.    0.4992  
        2.78      0.0425      0.0699      0.1392      0.0846       0.063       0.303       0.591      46.665       0.034       2.630       5.748        0.27      43263.    0.4893  
        5.55      0.0851      0.1370      0.1389      0.0863       0.064       0.309       0.590      47.570       0.035       2.626       5.628        0.27      43325.    0.4787  
        8.33      0.1276      0.2008      0.1387      0.0881       0.065       0.316       0.589      48.594       0.036       2.621       5.501        0.27      43396.    0.4675  
       11.10      0.1701      0.2611      0.1385      0.0902       0.067       0.323       0.588      49.737       0.037       2.617       5.366        0.27      43477.    0.4556  
       13.88      0.2127      0.3178      0.1382      0.0925       0.068       0.332       0.587      50.992       0.037       2.612       5.223        0.27      43568.    0.4432  
       16.65      0.2552      0.3705      0.1379      0.0949       0.070       0.340       0.586      52.349       0.038       2.606       5.076        0.27      43669.    0.4301  
       19.43      0.2977      0.4193      0.1374      0.0976       0.072       0.350       0.584      53.789       0.040       2.597       4.924        0.27      43782.    0.4165  
       22.20      0.3403      0.4641      0.1368      0.1003       0.074       0.359       0.581      55.287       0.041       2.585       4.768        0.27      43906.    0.4025  
       24.98      0.3828      0.5050      0.1359      0.1030       0.076       0.369       0.578      56.808       0.042       2.569       4.612        0.28      44042.    0.3880  
       27.75      0.4253      0.5420      0.1347      0.1058       0.078       0.379       0.573      58.305       0.043       2.547       4.454        0.28      44190.    0.3732  
       30.53      0.4679      0.5753      0.1332      0.1083       0.080       0.388       0.566      59.713       0.044       2.517       4.298        0.28      44350.    0.3580  
       33.30      0.5104      0.6051      0.1311      0.1105       0.082       0.396       0.557      60.949       0.045       2.477       4.145        0.28      44522.    0.3425  
       36.08      0.5529      0.6319      0.1283      0.1123       0.083       0.402       0.545      61.905       0.045       2.425       3.995        0.28      44707.    0.3266  
       38.85      0.5955      0.6558      0.1247      0.1133       0.084       0.406       0.530      62.447       0.046       2.358       3.850        0.28      44905.    0.3103  
       41.63      0.6380      0.6773      0.1202      0.1132       0.084       0.406       0.511      62.433       0.046       2.272       3.712        0.28      45116.    0.2937  
       44.40      0.6806      0.6968      0.1147      0.1120       0.083       0.402       0.487      61.762       0.045       2.168       3.579        0.28      45340.    0.2767  
       47.18      0.7231      0.7142      0.1082      0.1096       0.081       0.393       0.460      60.419       0.044       2.046       3.453        0.28      45576.    0.2593  
       49.95      0.7656      0.7296      0.1010      0.1060       0.078       0.380       0.429      58.457       0.043       1.910       3.331        0.28      45825.    0.2417  
       52.73      0.8082      0.7424      0.0932      0.1015       0.075       0.364       0.396      55.957       0.041       1.762       3.212        0.28      46086.    0.2238  
       55.50      0.8507      0.7520      0.0850      0.0961       0.071       0.344       0.361      52.986       0.039       1.606       3.090        0.28      46358.    0.2056  
       58.28      0.8932      0.7570      0.0763      0.0900       0.067       0.322       0.324      49.601       0.036       1.441       2.963        0.28      46641.    0.1867  
       61.05      0.9358      0.7563      0.0672      0.0832       0.061       0.298       0.286      45.853       0.034       1.271       2.825        0.29      46934.    0.1672  
       63.83      0.9783      0.7477      0.0579      0.0758       0.056       0.272       0.246      41.784       0.031       1.095       2.672        0.29      47238.    0.1468  
       66.61      1.0208      0.7282      0.0484      0.0679       0.050       0.243       0.206      37.432       0.027       0.915       2.494        0.29      47551.    0.1253  
       69.38      1.0634      0.6930      0.0388      0.0595       0.044       0.213       0.165      32.827       0.024       0.733       2.278        0.29      47874.    0.1024  
       72.16      1.1059      0.6333      0.0291      0.0508       0.038       0.182       0.124      28.002       0.021       0.550       2.002        0.29      48207.    0.0779  
       74.93      1.1484      0.5327      0.0193      0.0417       0.031       0.149       0.082      22.990       0.017       0.366       1.622        0.29      48548.    0.0515  
       77.71      1.1910      0.3551      0.0096      0.0323       0.024       0.116       0.041      17.829       0.013       0.182       1.042        0.29      48897.    0.0234  
       80.48      1.2335      0.0003      0.0000      0.0227       0.017       0.082       0.000      12.537       0.009       0.000       0.001        0.29      49250.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
